,stream,year,date,doy,fishnum,pm,month,day,mag,old.id,id.1,stream_month_year,otorad,TL,FL,wht,totP,totN,PO4,NO3,afdm,chloro,drift.biomass,hess.biomass,hess.den.sep,shann.sep,drift.den.sep,drift.den.jul,hess.den.jul,shann.jul,oni,pre.oni,gr7d,standardized_by_doy,gr7d_standardized_by_fl,gr14d,gr21d,gr28d,gr50d,gr75d,gr100d,gr125d,otocapt,daily_max,daily_max_100day,daily_max_125day,daily_max_14day,daily_max_21day,daily_max_28day,daily_max_50day,daily_max_75day,daily_max_7day,daily_mean,daily_mean_100day,daily_mean_125day,daily_mean_14day,daily_mean_21day,daily_mean_28day,daily_mean_50day,daily_mean_75day,daily_mean_7day,depth_7day_average,CPUE
273,ELK,2006,9/4/2006,247,C9,No,9,4,NA,ELK_C9,ELK.2006.9.C9,ELK_9_2006,460.22,70,65,3.28,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.323438532,0.250669676,0.004975977,0.287054104,0.283749987,0.282454118,NA,NA,NA,NA,460.22,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
274,ELK,2006,9/4/2006,247,C2,No,9,4,NA,ELK_C2,ELK.2006.9.C2,ELK_9_2006,531.91,74,69,3.68,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.373296066,0.275083799,0.005410088,0.324189932,0.318819793,0.326570939,NA,NA,NA,NA,531.91,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
275,ELK,2006,7/21/2006,202,C2,No,7,21,NA,ELK_C2_7_06,ELK.2006.7.C2,ELK_7_2006,375.6,57,54,1.72,41.7219859,159.5364213,5.772326332,1.931209484,0.023943471,1729.027849,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.457926982,NA,0.008480129,0.452891042,0.436154253,0.416024432,0.456513108,0.429294013,0.371943697,NA,375.6,NA,NA,NA,NA,18.56928571,13.0908,NA,NA,NA,NA,NA,NA,NA,14.83885417,10.47593333,NA,NA,NA,NA,2.75
276,ELK,2006,9/4/2006,247,C3,No,9,4,NA,ELK_C3,ELK.2006.9.C3,ELK_9_2006,470.47,66,62,2.81,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.465132506,0.256345771,0.007502137,0.360739139,0.329851848,0.316019948,NA,NA,NA,NA,470.47,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
277,ELK,2006,7/21/2006,202,C4,No,7,21,NA,ELK_C4_7_06,ELK.2006.7.C4,ELK_7_2006,437.11,65,60,3.05,41.7219859,159.5364213,5.772326332,1.931209484,0.023943471,1729.027849,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.54915989,NA,0.009152665,0.538013299,0.533119365,0.522898463,NA,NA,NA,NA,437.11,NA,NA,NA,NA,18.56928571,13.0908,NA,NA,NA,NA,NA,NA,NA,14.83885417,10.47593333,NA,NA,NA,NA,2.75
278,ELK,2006,7/21/2006,202,C5,No,7,21,NA,ELK_C5_7_06,ELK.2006.7.C5,ELK_7_2006,402.18,65,60,2.46,41.7219859,159.5364213,5.772326332,1.931209484,0.023943471,1729.027849,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.486980943,NA,0.008116349,0.465555637,0.459667192,0.438904809,NA,NA,NA,NA,402.18,NA,NA,NA,NA,18.56928571,13.0908,NA,NA,NA,NA,NA,NA,NA,14.83885417,10.47593333,NA,NA,NA,NA,2.75
279,ELK,2006,7/21/2006,202,C3,No,7,21,NA,ELK_C3_7_06,ELK.2006.7.C3,ELK_7_2006,377.66,63,60,2.21,41.7219859,159.5364213,5.772326332,1.931209484,0.023943471,1729.027849,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.513544561,NA,0.008559076,0.531733658,0.513931874,NA,NA,NA,NA,NA,377.66,NA,NA,NA,NA,18.56928571,13.0908,NA,NA,NA,NA,NA,NA,NA,14.83885417,10.47593333,NA,NA,NA,NA,2.75
280,ELK,2006,9/4/2006,247,C4,No,9,4,NA,ELK_C4,ELK.2006.9.C4,ELK_9_2006,546.36,79,71,4.76,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.419445743,0.334853861,0.005907687,0.377149802,0.382266435,0.379513157,NA,NA,NA,NA,546.36,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
281,ELK,2006,7/21/2006,202,C7,No,7,21,NA,ELK_C7_7_06,ELK.2006.7.C7,ELK_7_2006,345.02,59,55,1.51,41.7219859,159.5364213,5.772326332,1.931209484,0.023943471,1729.027849,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.39719463,NA,0.007221721,0.386574445,0.383412022,0.363048439,0.349167414,NA,NA,NA,345.02,NA,NA,NA,NA,18.56928571,13.0908,NA,NA,NA,NA,NA,NA,NA,14.83885417,10.47593333,NA,NA,NA,NA,2.75
282,ELK,2006,7/21/2006,202,C6,No,7,21,NA,ELK_C6_7_06,ELK.2006.7.C6,ELK_7_2006,434.08,70,65,3.1,41.7219859,159.5364213,5.772326332,1.931209484,0.023943471,1729.027849,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.557554744,NA,0.008577765,0.534430277,0.522725116,0.50492927,NA,NA,NA,NA,434.08,NA,NA,NA,NA,18.56928571,13.0908,NA,NA,NA,NA,NA,NA,NA,14.83885417,10.47593333,NA,NA,NA,NA,2.75
283,ELK,2006,7/21/2006,202,C1,No,7,21,NA,ELK_C1_7_06,ELK.2006.7.C1,ELK_7_2006,398.05,64,60,1.86,41.7219859,159.5364213,5.772326332,1.931209484,0.023943471,1729.027849,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.545845901,NA,0.009097432,0.516229863,0.492189868,0.465701103,NA,NA,NA,NA,398.05,NA,NA,NA,NA,18.56928571,13.0908,NA,NA,NA,NA,NA,NA,NA,14.83885417,10.47593333,NA,NA,NA,NA,2.75
284,ELK,2006,9/4/2006,247,C6,No,9,4,NA,ELK_C6,ELK.2006.9.C6,ELK_9_2006,551.38,77,70,4.63,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.36797187,0.347423627,0.005256741,0.357697749,0.333865455,0.337751712,NA,NA,NA,NA,551.38,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
285,ELK,2006,9/4/2006,247,C5,No,9,4,NA,ELK_C5,ELK.2006.9.C5,ELK_9_2006,521.25,77,71,5.39,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.318380053,0.288965559,0.004484226,0.303672806,0.311187193,0.325156284,NA,NA,NA,NA,521.25,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
286,ELK,2006,9/4/2006,247,C8,No,9,4,NA,ELK_C8,ELK.2006.9.C8,ELK_9_2006,523.78,75,70,3.83,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.355280943,0.26861998,0.005075442,0.311950462,0.316852882,0.317002858,NA,NA,NA,NA,523.78,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
287,ELK,2006,9/4/2006,247,C7,No,9,4,NA,ELK_C7,ELK.2006.9.C7,ELK_9_2006,518.72,80,74,5.53,32.76747697,214.2834659,5.233330166,2.728673857,0.023623337,2430.012806,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0.452195284,0.256189779,0.006110747,0.354192531,0.33080572,0.354365663,0.394888289,0.409473453,NA,NA,518.72,NA,NA,NA,NA,18.52,16.8396,NA,NA,NA,NA,NA,NA,NA,13.7869494,13.73880833,NA,NA,NA,NA,2.75
29,BVA,2006,7/22/2006,203,C11,No,7,22,NA,BVA_C11_7_06,BVA.2006.7.C11,BVA_7_2006,414.36,56,53,1.86,65.01453022,204.63958,7.362842733,0.809982391,0.032496085,1176.935888,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.543724804,NA,0.010258959,0.493301306,0.479469974,0.462283197,0.510947258,NA,NA,NA,414.36,NA,NA,NA,NA,NA,NA,15.3712,NA,NA,NA,NA,NA,NA,NA,NA,11.81552778,NA,NA,NA,2.77
30,BVA,2006,7/22/2006,203,C2,No,7,22,NA,BVA_C2_7_06,BVA.2006.7.C2,BVA_7_2006,405.52,70,64,3.63,65.01453022,204.63958,7.362842733,0.809982391,0.032496085,1176.935888,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.478976895,NA,0.007484014,0.457612277,0.460975792,0.446750131,NA,NA,NA,NA,405.52,NA,NA,NA,NA,NA,NA,15.3712,NA,NA,NA,NA,NA,NA,NA,NA,11.81552778,NA,NA,NA,2.77
