year,doy,data_source_BVA,data_source_CHO,data_source_ELK,data_source_MAR,data_source_LAK,data_source_SFS,data_source_VAL,daily_mean_BVA,daily_mean_ELK,daily_mean_LAK,daily_mean_MAR,daily_mean_SFS,daily_mean_VAL,daily_mean_CHO
2003,168,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,10.3925,8.740833333,13.25458333,NA
2003,169,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,10.27208333,8.412083333,13.22625,NA
2003,170,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,9.830833333,8.3675,12.40833333,NA
2003,171,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,8.74375,7.851666667,11.00041667,NA
2003,172,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,7.110416667,6.544583333,9.57,NA
2003,173,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,7.030833333,6.466666667,8.902083333,NA
2003,174,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,6.39375,6.1775,8.568333333,NA
2003,175,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,7.08125,6.87875,8.2675,5.358159722
2003,176,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,8.675833333,7.693333333,10.30666667,6.175833333
2003,177,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,9.159236111,9.9125,8.802083333,11.86458333,7.131805556
2003,178,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,10.69524306,8.85,10.10666667,13.06333333,8.022256944
2003,179,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,11.47263889,15.687,10.78916667,13.49958333,8.423819444
2003,180,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,12.18131944,12.96166667,11.50208333,14.30625,8.814166667
2003,181,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,12.96364583,13.07291667,12.28291667,14.52166667,9.052222222
2003,182,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,12.49038194,12.02791667,11.65791667,13.67583333,8.581006944
2003,183,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,11.90711806,13.02458333,11.45333333,13.4075,8.355138889
2003,184,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,11.568125,13.13416667,11.25291667,13.25458333,8.396319444
2003,185,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,11.59673611,12.68291667,11.75333333,13.59416667,8.493368056
2003,186,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,11.89996528,14.24333333,11.76416667,13.66541667,8.665763889
2003,187,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,12.2984375,12.41875,12.18666667,13.81625,8.865729167
2003,188,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,12.56083333,12.73375,12.41541667,14.40166667,8.861597222
2003,189,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,12.7071875,13.05,13.15708333,14.55583333,9.069791667
2003,190,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,12.53465278,13.52875,12.71791667,14.42416667,9.015
2003,191,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,13.18232639,10.08375,13.32666667,15.03708333,9.546145833
2003,192,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.13538194,10.82958333,14.40708333,16.03291667,10.12454861
2003,193,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.25753472,12.53541667,14.56583333,16.03166667,10.17826389
2003,194,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,13.67697917,12.47,14.48875,15.92166667,10.09833333
2003,195,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,13.1009375,12.30916667,14.16333333,15.74541667,9.839548611
2003,196,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,13.61513889,10.9775,14.355,16.395,9.78875
2003,197,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.0878125,12.48708333,14.91833333,16.53958333,10.18666667
2003,198,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.33927083,11.56875,14.50625,15.31625,9.708541667
2003,199,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.21805556,11.4125,15.25166667,16.53708333,9.689340278
2003,200,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.82659722,11.6775,15.99333333,16.55958333,9.95125
2003,201,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,15.37802083,11.57333333,16.9225,17.48958333,10.59447917
2003,202,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.938125,11.50916667,16.91666667,17.96041667,10.93743056
2003,203,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.89680556,11.65333333,16.53666667,17.48916667,10.70555556
2003,204,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,15.2925,11.6325,16.36958333,17.90916667,10.54076389
2003,205,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.42788194,11.40125,15.50541667,17.14,10.45402778
2003,206,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.22239583,11.70916667,16.18125,18.415,11.27725694
2003,207,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,13.38434028,11.45708333,15.22541667,16.245,10.01982639
2003,208,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,13.935,10.59833333,15.83708333,17.095,10.56854167
2003,209,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,14.65579861,10.00583333,15.97916667,17.2675,10.55048611
2003,210,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,16.29996528,NA,14.84052083,7.282083333,16.35666667,17.73041667,10.64878472
2003,211,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,16.60114583,NA,14.84722222,8.063333333,16.53916667,17.70791667,10.89121528
2003,212,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,16.95704861,NA,14.7184375,8.885416667,16.57,17.46041667,10.895625
2003,213,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,16.3159375,NA,14.12444444,9.345,16.00333333,17.13041667,10.47670139
2003,214,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.18475694,NA,13.47791667,7.985,14.6,15.73083333,9.510173611
2003,215,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.00215278,NA,12.94302083,8.066666667,14.75166667,15.555,9.515902778
2003,216,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.07579861,NA,12.5209375,7.27875,15.33375,17.35041667,10.24708333
2003,217,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.34399306,NA,13.08083333,7.805,15.63291667,16.8,10.00388889
2003,218,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.37347222,NA,12.97552083,6.492083333,15.79833333,16.26208333,9.512013889
2003,219,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.47423611,NA,12.654375,6.146666667,15.31875,16.16458333,9.854340278
2003,220,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.52322917,NA,12.54625,7.21875,14.6925,15.04,9.623472222
2003,221,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.69902778,NA,12.80097222,7.499166667,14.73416667,15.80333333,9.801145833
2003,222,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.93413194,NA,12.82836806,7.625,14.94666667,16.21041667,9.945486111
2003,223,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.93809028,NA,12.64746528,7.758333333,14.88041667,16.2875,9.984305556
2003,224,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.91496528,NA,12.30611111,7.690416667,14.61916667,16.38375,9.698541667
2003,225,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.23354167,NA,12.82114583,7.560833333,15.09583333,16.87166667,10.29416667
2003,226,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.3465625,NA,12.81833333,7.715,14.94208333,16.94791667,10.08777778
2003,227,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.98489583,NA,13.07104167,8.638333333,15.78416667,15.8225,9.808472222
2003,228,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.94940972,NA,13.93802083,8.879583333,16.99833333,17.465,10.83913194
2003,229,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.53694444,14.47270833,12.59618056,8.875833333,13.105,15.47791667,9.417083333
2003,230,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.78381944,14.51072917,12.59777778,8.30375,17.372,15.97291667,9.783506944
2003,231,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,15.52173611,15.25604167,13.03559028,8.359166667,15.65583333,16.8475,10.03895833
2003,232,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,16.38145833,16.00972222,13.53090278,7.86,16.01916667,17.25291667,10.52315972
2003,233,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.28361111,13.52288194,11.9790625,8.215416667,13.555,13.38333333,8.096076389
2003,234,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.32201389,13.00121528,12.32222222,8.35,14.29666667,14.38625,8.333819444
2003,235,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.59434028,13.12489583,12.44704861,8.09375,14.88208333,15.53625,9.160173611
2003,236,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.29899306,14.17732639,12.02510417,7.638333333,14.43833333,15.65541667,9.529131944
2003,237,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.23795139,14.30194444,12.23267361,7.527083333,14.25,15.56541667,9.520416667
2003,238,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,12.90260417,13.16815972,11.47701389,7.433333333,13.44375,14.16583333,8.688402778
2003,239,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.95798611,14.01013889,12.81288194,7.66,14.77375,16.18958333,9.549444444
2003,240,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.67597222,14.19347222,11.65920139,6.88875,14.0075,15.395,8.961111111
2003,241,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.616875,13.60631944,10.60065972,4.930833333,13.36208333,13.875,8.880451389
2003,242,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.32607639,13.42607639,10.60486111,3.952916667,13.18,14.62,8.864375
2003,243,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.45569444,13.45628472,10.60270833,5.3675,13.25041667,14.74958333,8.797708333
2003,244,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.58190972,13.60722222,10.85788194,5.290833333,13.60041667,14.89416667,8.857673611
2003,245,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.91361111,13.86177083,11.19892361,4.877916667,13.72083333,15.34833333,8.968229167
2003,246,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.65697917,13.68305556,10.93197917,3.290416667,13.7625,15.02333333,9.033993056
2003,247,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.61715278,13.28857639,11.26590278,4.639583333,13.74333333,14.56708333,8.919861111
2003,248,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,14.22350694,13.66111111,11.53892361,6.57625,15.00833333,15.48166667,9.326493056
2003,249,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,13.03381944,13.07774306,11.32993056,5.910416667,13.86,14.58833333,8.864861111
2003,250,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,11.26930556,11.92836806,10.5875,5.881666667,12.69125,13.6025,8.201354167
2003,251,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,10.91211806,11.35326389,9.295451389,6.015416667,12.0275,12.57833333,7.663402778
2003,252,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,7.693680556,8.442152778,6.887361111,6.19875,8.790833333,9.465416667,5.606006944
2003,253,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,8.274479167,8.408645833,7.313819444,5.69875,9.64625,10.51,6.272916667
2003,254,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,8.737083333,9.185868056,8.713472222,4.995416667,10.50708333,11.47666667,6.785451389
2003,255,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,10.30545139,10.27333333,8.548958333,3.17625,10.95333333,11.76958333,7.261041667
2003,256,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,8.646979167,9.325763889,6.792847222,3.055416667,8.657916667,9.932083333,5.9209375
2003,257,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,8.809930556,9.320694444,6.548020833,4.2425,8.59875,10.07458333,5.997708333
2003,258,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,8.720416667,8.176458333,4.625,8.945,8.95625,5.779548611
2003,259,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,7.046388889,5.902916667,9.253333333,9.9,6.047986111
2003,260,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,4.630034722,4.8975,7.53,8.39875,NA
2003,261,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,4.574618056,1.814583333,6.522916667,7.480833333,NA
2003,262,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,5.816458333,NA,7.61,8.68875,NA
2003,263,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,6.274479167,NA,7.80625,9.331666667,NA
2003,264,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,7.839583333,9.55375,NA
2003,265,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,8.070833333,9.803333333,NA
2003,266,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,8.13125,9.749166667,NA
2003,267,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,8.133333333,9.612916667,NA
2003,268,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,8.353333333,9.770833333,NA
2003,269,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.104583333,10.935,NA
2003,270,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.445,11.59708333,NA
2003,271,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.675,11.62833333,NA
2003,272,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.3375,11.08083333,NA
2003,273,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.3425,10.9125,NA
2003,274,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.319583333,10.54041667,NA
2003,275,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.949583333,11.23708333,NA
2003,276,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.406666667,10.515,NA
2003,277,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,8.943333333,10.22541667,NA
2003,278,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,8.782916667,10.05041667,NA
2003,279,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.066666667,10.28916667,NA
2003,280,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.1425,9.529583333,NA
2003,281,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,9.35,10.35916667,NA
2003,282,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,7.804166667,10.0125,NA
2003,283,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,5.407916667,6.967916667,NA
2003,284,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,3.9275,5.413333333,NA
2003,285,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,5.890416667,7.46,NA
2003,286,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,5.0975,6.315833333,NA
2003,287,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,5.018333333,6.281666667,NA
2003,288,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,3.916666667,4.590833333,NA
2003,289,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,5.02,6.46375,NA
2003,290,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,5.899583333,8.293333333,NA
2003,291,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,6.202083333,7.46875,NA
2003,292,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,6.192916667,7.32625,NA
2003,293,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,6.58375,7.547083333,NA
2003,294,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,6.557083333,7.834166667,NA
2003,295,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,6.192083333,7.455416667,NA
2003,296,team carcass,team carcass,team carcass,achord_gordy,team carcass,achord_gordy,achord_gordy,NA,NA,NA,NA,5.67875,6.659583333,NA
